for 2 ref tags
(2.079909,2.000000)
(2.080084,2.000000)
(5.954312,2.000000)
(6.085167,2.000000)
(5.994435,2.000000)
(2.027152,6.000000)
(2.055495,6.000000)
(2.027495,6.000000)
(5.863131,6.000000)
(6.198231,6.000000)

for 9 ref tags
(2.062330,2.062459)
(2.062459,2.062330)
(5.962798,2.036399)
(6.064659,1.935341)
(5.987228,2.013108)
(2.027826,5.971931)
(2.044443,5.955558)
(2.028069,5.972175)
(5.903449,5.903593)
(6.165679,6.165679)

