for 2 ref tags
(2.079909,1.000000)
(2.080084,1.000000)
(5.954312,1.000000)
(6.085167,1.000000)
(5.994435,1.000000)
(2.027152,5.000000)
(2.055495,5.000000)
(2.027495,5.000000)
(5.863131,5.000000)
(6.198231,5.000000)

for 9 ref tags
(2.079568,2.211244)
(2.079733,2.211103)
(5.952372,2.183163)
(6.083941,2.071524)
(5.983530,2.160460)
(2.036072,6.112876)
(2.057749,6.095493)
(2.036385,6.113128)
(5.873225,6.039723)
(6.204717,6.310965)

